text,gloss
[LSA] Learn Sign 0071,[LSA] LEARN SIGN 0071
[LSA] Repeat Sign 0071,[LSA] REPEAT SIGN 0071
[LSA] I like Sign 0072,[LSA] I LIKE SIGN 0072
[LSA] See Sign 0072,[LSA] SEE SIGN 0072
[LSA] Can you sign Sign 0072?,[LSA] CAN YOU SIGN SIGN 0072?
[LSA] Learn Sign 0073,[LSA] LEARN SIGN 0073
[LSA] Repeat Sign 0073,[LSA] REPEAT SIGN 0073
[LSA] Show me Sign 0073,[LSA] SHOW ME SIGN 0073
[LSA] Show me Sign 0074,[LSA] SHOW ME SIGN 0074
[LSA] Learn Sign 0074,[LSA] LEARN SIGN 0074
[LSA] What is Sign 0074?,[LSA] WHAT SIGN 0074?
[LSA] Wait for Sign 0075,[LSA] WAIT FOR SIGN 0075
[LSA] I like Sign 0075,[LSA] I LIKE SIGN 0075
[LSA] Show me Sign 0075,[LSA] SHOW ME SIGN 0075
[LSA] I like Sign 0076,[LSA] I LIKE SIGN 0076
[LSA] What is Sign 0076?,[LSA] WHAT SIGN 0076?
[LSA] See Sign 0076,[LSA] SEE SIGN 0076
[LSA] I like Sign 0077,[LSA] I LIKE SIGN 0077
[LSA] Show me Sign 0077,[LSA] SHOW ME SIGN 0077
[LSA] See Sign 0077,[LSA] SEE SIGN 0077
[LSA] See Sign 0078,[LSA] SEE SIGN 0078
[LSA] Can you sign Sign 0078?,[LSA] CAN YOU SIGN SIGN 0078?
[LSA] Show me Sign 0078,[LSA] SHOW ME SIGN 0078
[LSA] Show me Sign 0079,[LSA] SHOW ME SIGN 0079
[LSA] This is Sign 0079,[LSA] THIS SIGN 0079
[LSA] Repeat Sign 0079,[LSA] REPEAT SIGN 0079
[LSA] This is Sign 0080,[LSA] THIS SIGN 0080
[LSA] I like Sign 0080,[LSA] I LIKE SIGN 0080
[LSA] Learn Sign 0080,[LSA] LEARN SIGN 0080
[LSA] Learn Sign 0081,[LSA] LEARN SIGN 0081
[LSA] Show me Sign 0081,[LSA] SHOW ME SIGN 0081
[LSA] Repeat Sign 0081,[LSA] REPEAT SIGN 0081
[LSA] See Sign 0082,[LSA] SEE SIGN 0082
[LSA] Learn Sign 0082,[LSA] LEARN SIGN 0082
[LSA] Can you sign Sign 0082?,[LSA] CAN YOU SIGN SIGN 0082?
[LSA] Learn Sign 0083,[LSA] LEARN SIGN 0083
[LSA] This is Sign 0083,[LSA] THIS SIGN 0083
[LSA] Repeat Sign 0083,[LSA] REPEAT SIGN 0083
[LSA] What is Sign 0084?,[LSA] WHAT SIGN 0084?
[LSA] I like Sign 0084,[LSA] I LIKE SIGN 0084
[LSA] Wait for Sign 0084,[LSA] WAIT FOR SIGN 0084
[LSA] Learn Sign 0085,[LSA] LEARN SIGN 0085
[LSA] What is Sign 0085?,[LSA] WHAT SIGN 0085?
[LSA] Translate Sign 0086,[LSA] TRANSLATE SIGN 0086
[LSA] Can you sign Sign 0086?,[LSA] CAN YOU SIGN SIGN 0086?
[LSA] Wait for Sign 0087,[LSA] WAIT FOR SIGN 0087
[LSA] This is Sign 0087,[LSA] THIS SIGN 0087
[LSA] What is Sign 0088?,[LSA] WHAT SIGN 0088?
[LSA] See Sign 0088,[LSA] SEE SIGN 0088
[LSA] See Sign 0089,[LSA] SEE SIGN 0089
[LSA] What is Sign 0089?,[LSA] WHAT SIGN 0089?
[LSA] Learn Sign 0089,[LSA] LEARN SIGN 0089
[LSA] Repeat Sign 0090,[LSA] REPEAT SIGN 0090
[LSA] Translate Sign 0090,[LSA] TRANSLATE SIGN 0090
[LSA] Learn Sign 0090,[LSA] LEARN SIGN 0090
[LSA] This is Sign 0091,[LSA] THIS SIGN 0091
[LSA] See Sign 0091,[LSA] SEE SIGN 0091
[LSA] Can you sign Sign 0091?,[LSA] CAN YOU SIGN SIGN 0091?
[LSA] Translate Sign 0092,[LSA] TRANSLATE SIGN 0092
[LSA] Can you sign Sign 0092?,[LSA] CAN YOU SIGN SIGN 0092?
[LSA] What is Sign 0093?,[LSA] WHAT SIGN 0093?
[LSA] This is Sign 0093,[LSA] THIS SIGN 0093
[LSA] Wait for Sign 0093,[LSA] WAIT FOR SIGN 0093
[LSA] Learn Sign 0094,[LSA] LEARN SIGN 0094
[LSA] This is Sign 0094,[LSA] THIS SIGN 0094
[LSA] Wait for Sign 0094,[LSA] WAIT FOR SIGN 0094
[LSA] Translate Sign 0095,[LSA] TRANSLATE SIGN 0095
[LSA] What is Sign 0095?,[LSA] WHAT SIGN 0095?
[LSA] Can you sign Sign 0096?,[LSA] CAN YOU SIGN SIGN 0096?
[LSA] I like Sign 0096,[LSA] I LIKE SIGN 0096
[LSA] What is Sign 0096?,[LSA] WHAT SIGN 0096?
[LSA] Wait for Sign 0097,[LSA] WAIT FOR SIGN 0097
[LSA] Translate Sign 0097,[LSA] TRANSLATE SIGN 0097
[LSA] Repeat Sign 0097,[LSA] REPEAT SIGN 0097
[LSA] What is Sign 0098?,[LSA] WHAT SIGN 0098?
[LSA] Repeat Sign 0098,[LSA] REPEAT SIGN 0098
[LSA] Show me Sign 0099,[LSA] SHOW ME SIGN 0099
[LSA] I like Sign 0099,[LSA] I LIKE SIGN 0099
[LSA] Can you sign Sign 0099?,[LSA] CAN YOU SIGN SIGN 0099?
[LSA] Wait for Sign 0000,[LSA] WAIT FOR SIGN 0000
[LSA] I like Sign 0000,[LSA] I LIKE SIGN 0000
[LSA] Translate Sign 0001,[LSA] TRANSLATE SIGN 0001
[LSA] What is Sign 0002?,[LSA] WHAT SIGN 0002?
[LSA] This is Sign 0002,[LSA] THIS SIGN 0002
[LSA] Translate Sign 0002,[LSA] TRANSLATE SIGN 0002
[LSA] Can you sign Sign 0003?,[LSA] CAN YOU SIGN SIGN 0003?
[LSA] Translate Sign 0003,[LSA] TRANSLATE SIGN 0003
[LSA] See Sign 0004,[LSA] SEE SIGN 0004
[LSA] Learn Sign 0005,[LSA] LEARN SIGN 0005
[LSA] Show me Sign 0005,[LSA] SHOW ME SIGN 0005
[LSA] See Sign 0005,[LSA] SEE SIGN 0005
[LSA] I like Sign 0006,[LSA] I LIKE SIGN 0006
[LSA] Repeat Sign 0007,[LSA] REPEAT SIGN 0007
[LSA] This is Sign 0008,[LSA] THIS SIGN 0008
[LSA] Show me Sign 0009,[LSA] SHOW ME SIGN 0009
[LSA] Learn Sign 0009,[LSA] LEARN SIGN 0009
[LSA] Translate Sign 0010,[LSA] TRANSLATE SIGN 0010
[LSA] Wait for Sign 0011,[LSA] WAIT FOR SIGN 0011
[LSA] Show me Sign 0011,[LSA] SHOW ME SIGN 0011
[LSA] Can you sign Sign 0012?,[LSA] CAN YOU SIGN SIGN 0012?
[LSA] I like Sign 0013,[LSA] I LIKE SIGN 0013
[LSA] Show me Sign 0014,[LSA] SHOW ME SIGN 0014
[LSA] Translate Sign 0014,[LSA] TRANSLATE SIGN 0014
[LSA] Wait for Sign 0014,[LSA] WAIT FOR SIGN 0014
[LSA] Learn Sign 0015,[LSA] LEARN SIGN 0015
[LSA] This is Sign 0015,[LSA] THIS SIGN 0015
[LSA] Show me Sign 0015,[LSA] SHOW ME SIGN 0015
[LSA] Translate Sign 0016,[LSA] TRANSLATE SIGN 0016
[LSA] Repeat Sign 0016,[LSA] REPEAT SIGN 0016
[LSA] Learn Sign 0017,[LSA] LEARN SIGN 0017
[LSA] Can you sign Sign 0017?,[LSA] CAN YOU SIGN SIGN 0017?
[LSA] This is Sign 0018,[LSA] THIS SIGN 0018
[LSA] What is Sign 0019?,[LSA] WHAT SIGN 0019?
[LSA] Can you sign Sign 0020?,[LSA] CAN YOU SIGN SIGN 0020?
[LSA] Can you sign Sign 0021?,[LSA] CAN YOU SIGN SIGN 0021?
[LSA] This is Sign 0021,[LSA] THIS SIGN 0021
[LSA] See Sign 0021,[LSA] SEE SIGN 0021
[LSA] Wait for Sign 0022,[LSA] WAIT FOR SIGN 0022
[LSA] I like Sign 0023,[LSA] I LIKE SIGN 0023
[LSA] Show me Sign 0023,[LSA] SHOW ME SIGN 0023
[LSA] Can you sign Sign 0024?,[LSA] CAN YOU SIGN SIGN 0024?
[LSA] Translate Sign 0025,[LSA] TRANSLATE SIGN 0025
[LSA] I like Sign 0025,[LSA] I LIKE SIGN 0025
[LSA] Show me Sign 0025,[LSA] SHOW ME SIGN 0025
[LSA] What is Sign 0026?,[LSA] WHAT SIGN 0026?
[LSA] Learn Sign 0026,[LSA] LEARN SIGN 0026
[LSA] What is Sign 0027?,[LSA] WHAT SIGN 0027?
[LSA] Show me Sign 0027,[LSA] SHOW ME SIGN 0027
[LSA] This is Sign 0028,[LSA] THIS SIGN 0028
[LSA] Repeat Sign 0029,[LSA] REPEAT SIGN 0029
[LSA] Can you sign Sign 0029?,[LSA] CAN YOU SIGN SIGN 0029?
[LSA] See Sign 0030,[LSA] SEE SIGN 0030
[LSA] I like Sign 0030,[LSA] I LIKE SIGN 0030
[LSA] Learn Sign 0031,[LSA] LEARN SIGN 0031
[LSA] I like Sign 0031,[LSA] I LIKE SIGN 0031
[LSA] Translate Sign 0032,[LSA] TRANSLATE SIGN 0032
[LSA] Show me Sign 0032,[LSA] SHOW ME SIGN 0032
[LSA] What is Sign 0032?,[LSA] WHAT SIGN 0032?
[LSA] Learn Sign 0033,[LSA] LEARN SIGN 0033
[LSA] See Sign 0033,[LSA] SEE SIGN 0033
[LSA] Can you sign Sign 0034?,[LSA] CAN YOU SIGN SIGN 0034?
[LSA] Learn Sign 0034,[LSA] LEARN SIGN 0034
[LSA] Learn Sign 0035,[LSA] LEARN SIGN 0035
[LSA] Wait for Sign 0035,[LSA] WAIT FOR SIGN 0035
[LSA] Can you sign Sign 0035?,[LSA] CAN YOU SIGN SIGN 0035?
[LSA] Learn Sign 0036,[LSA] LEARN SIGN 0036
[LSA] I like Sign 0036,[LSA] I LIKE SIGN 0036
[LSA] Show me Sign 0037,[LSA] SHOW ME SIGN 0037
[LSA] See Sign 0037,[LSA] SEE SIGN 0037
[LSA] Translate Sign 0037,[LSA] TRANSLATE SIGN 0037
[LSA] Wait for Sign 0038,[LSA] WAIT FOR SIGN 0038
[LSA] Can you sign Sign 0039?,[LSA] CAN YOU SIGN SIGN 0039?
[LSA] Show me Sign 0039,[LSA] SHOW ME SIGN 0039
[LSA] See Sign 0040,[LSA] SEE SIGN 0040
[LSA] Wait for Sign 0040,[LSA] WAIT FOR SIGN 0040
[LSA] Learn Sign 0041,[LSA] LEARN SIGN 0041
[LSA] Can you sign Sign 0041?,[LSA] CAN YOU SIGN SIGN 0041?
[LSA] Translate Sign 0042,[LSA] TRANSLATE SIGN 0042
[LSA] See Sign 0042,[LSA] SEE SIGN 0042
[LSA] Show me Sign 0043,[LSA] SHOW ME SIGN 0043
[LSA] I like Sign 0044,[LSA] I LIKE SIGN 0044
[LSA] Translate Sign 0044,[LSA] TRANSLATE SIGN 0044
[LSA] Repeat Sign 0045,[LSA] REPEAT SIGN 0045
[LSA] What is Sign 0045?,[LSA] WHAT SIGN 0045?
[LSA] Repeat Sign 0046,[LSA] REPEAT SIGN 0046
[LSA] Translate Sign 0046,[LSA] TRANSLATE SIGN 0046
[LSA] Can you sign Sign 0047?,[LSA] CAN YOU SIGN SIGN 0047?
[LSA] Repeat Sign 0048,[LSA] REPEAT SIGN 0048
[LSA] This is Sign 0048,[LSA] THIS SIGN 0048
[LSA] Learn Sign 0049,[LSA] LEARN SIGN 0049
[LSA] Wait for Sign 0049,[LSA] WAIT FOR SIGN 0049
[LSA] I like Sign 0050,[LSA] I LIKE SIGN 0050
[LSA] Show me Sign 0050,[LSA] SHOW ME SIGN 0050
[LSA] What is Sign 0051?,[LSA] WHAT SIGN 0051?
[LSA] See Sign 0052,[LSA] SEE SIGN 0052
[LSA] See Sign 0053,[LSA] SEE SIGN 0053
[LSA] Repeat Sign 0053,[LSA] REPEAT SIGN 0053
[LSA] This is Sign 0054,[LSA] THIS SIGN 0054
[LSA] Translate Sign 0054,[LSA] TRANSLATE SIGN 0054
[LSA] I like Sign 0055,[LSA] I LIKE SIGN 0055
[LSA] Translate Sign 0055,[LSA] TRANSLATE SIGN 0055
[LSA] What is Sign 0056?,[LSA] WHAT SIGN 0056?
[LSA] Repeat Sign 0056,[LSA] REPEAT SIGN 0056
[LSA] See Sign 0056,[LSA] SEE SIGN 0056
[LSA] I like Sign 0057,[LSA] I LIKE SIGN 0057
[LSA] Wait for Sign 0058,[LSA] WAIT FOR SIGN 0058
[LSA] What is Sign 0058?,[LSA] WHAT SIGN 0058?
[LSA] I like Sign 0059,[LSA] I LIKE SIGN 0059
[LSA] Translate Sign 0059,[LSA] TRANSLATE SIGN 0059
[LSA] See Sign 0059,[LSA] SEE SIGN 0059
[LSA] Wait for Sign 0060,[LSA] WAIT FOR SIGN 0060
[LSA] See Sign 0061,[LSA] SEE SIGN 0061
[LSA] Show me Sign 0061,[LSA] SHOW ME SIGN 0061
[LSA] What is Sign 0061?,[LSA] WHAT SIGN 0061?
[LSA] Show me Sign 0062,[LSA] SHOW ME SIGN 0062
[LSA] Translate Sign 0063,[LSA] TRANSLATE SIGN 0063
[LSA] Can you sign Sign 0063?,[LSA] CAN YOU SIGN SIGN 0063?
[LSA] Learn Sign 0063,[LSA] LEARN SIGN 0063
[LSA] Learn Sign 0065,[LSA] LEARN SIGN 0065
[LSA] Show me Sign 0065,[LSA] SHOW ME SIGN 0065
[LSA] See Sign 0065,[LSA] SEE SIGN 0065
[LSA] Show me Sign 0066,[LSA] SHOW ME SIGN 0066
[LSA] See Sign 0066,[LSA] SEE SIGN 0066
[LSA] Wait for Sign 0067,[LSA] WAIT FOR SIGN 0067
[LSA] See Sign 0067,[LSA] SEE SIGN 0067
[LSA] I like Sign 0068,[LSA] I LIKE SIGN 0068
[LSA] I like Sign 0069,[LSA] I LIKE SIGN 0069
[LSA] This is Sign 0069,[LSA] THIS SIGN 0069
[LSA] Can you sign Sign 0070?,[LSA] CAN YOU SIGN SIGN 0070?
[LSA] Learn Sign 0070,[LSA] LEARN SIGN 0070
[LSA] I like Sign 0070,[LSA] I LIKE SIGN 0070
[LSA] Translate Sign 0071,[LSA] TRANSLATE SIGN 0071
[LSA] I like Sign 0071,[LSA] I LIKE SIGN 0071
[LSA] Can you sign Sign 0073?,[LSA] CAN YOU SIGN SIGN 0073?
[LSA] Translate Sign 0073,[LSA] TRANSLATE SIGN 0073
[LSA] See Sign 0074,[LSA] SEE SIGN 0074
[LSA] Can you sign Sign 0075?,[LSA] CAN YOU SIGN SIGN 0075?
[LSA] See Sign 0075,[LSA] SEE SIGN 0075
[LSA] Wait for Sign 0076,[LSA] WAIT FOR SIGN 0076
[LSA] Translate Sign 0077,[LSA] TRANSLATE SIGN 0077
[LSA] Wait for Sign 0077,[LSA] WAIT FOR SIGN 0077
[LSA] Learn Sign 0077,[LSA] LEARN SIGN 0077
[LSA] I like Sign 0078,[LSA] I LIKE SIGN 0078
[LSA] Learn Sign 0078,[LSA] LEARN SIGN 0078
[LSA] I like Sign 0079,[LSA] I LIKE SIGN 0079
[LSA] Translate Sign 0079,[LSA] TRANSLATE SIGN 0079
[LSA] What is Sign 0080?,[LSA] WHAT SIGN 0080?
[LSA] This is Sign 0081,[LSA] THIS SIGN 0081
[LSA] Can you sign Sign 0081?,[LSA] CAN YOU SIGN SIGN 0081?
[LSA] Wait for Sign 0082,[LSA] WAIT FOR SIGN 0082
[LSA] What is Sign 0082?,[LSA] WHAT SIGN 0082?
[LSA] Show me Sign 0083,[LSA] SHOW ME SIGN 0083
[LSA] See Sign 0083,[LSA] SEE SIGN 0083
[LSA] See Sign 0084,[LSA] SEE SIGN 0084
[LSA] Can you sign Sign 0084?,[LSA] CAN YOU SIGN SIGN 0084?
[LSA] Repeat Sign 0085,[LSA] REPEAT SIGN 0085
[LSA] See Sign 0085,[LSA] SEE SIGN 0085
[LSA] I like Sign 0086,[LSA] I LIKE SIGN 0086
[LSA] Show me Sign 0086,[LSA] SHOW ME SIGN 0086
[LSA] See Sign 0086,[LSA] SEE SIGN 0086
[LSA] Learn Sign 0087,[LSA] LEARN SIGN 0087
[LSA] Learn Sign 0088,[LSA] LEARN SIGN 0088
[LSA] I like Sign 0089,[LSA] I LIKE SIGN 0089
[LSA] Show me Sign 0090,[LSA] SHOW ME SIGN 0090
[LSA] Can you sign Sign 0090?,[LSA] CAN YOU SIGN SIGN 0090?
[LSA] See Sign 0090,[LSA] SEE SIGN 0090
[LSA] Show me Sign 0091,[LSA] SHOW ME SIGN 0091
[LSA] Learn Sign 0091,[LSA] LEARN SIGN 0091
[LSA] Show me Sign 0092,[LSA] SHOW ME SIGN 0092
[LSA] Learn Sign 0092,[LSA] LEARN SIGN 0092
[LSA] Translate Sign 0093,[LSA] TRANSLATE SIGN 0093
[LSA] Repeat Sign 0093,[LSA] REPEAT SIGN 0093
[LSA] See Sign 0093,[LSA] SEE SIGN 0093
[LSA] Can you sign Sign 0094?,[LSA] CAN YOU SIGN SIGN 0094?
[LSA] This is Sign 0096,[LSA] THIS SIGN 0096
[LSA] Can you sign Sign 0097?,[LSA] CAN YOU SIGN SIGN 0097?
[LSA] I like Sign 0097,[LSA] I LIKE SIGN 0097
[LSA] Wait for Sign 0098,[LSA] WAIT FOR SIGN 0098
[LSA] Learn Sign 0098,[LSA] LEARN SIGN 0098
[LSA] What is Sign 0099?,[LSA] WHAT SIGN 0099?
[LSA] Learn Sign 0099,[LSA] LEARN SIGN 0099
[LSA] See Sign 0099,[LSA] SEE SIGN 0099
[LSA] This is Sign 0001,[LSA] THIS SIGN 0001
[LSA] See Sign 0001,[LSA] SEE SIGN 0001
[LSA] Repeat Sign 0002,[LSA] REPEAT SIGN 0002
[LSA] Show me Sign 0003,[LSA] SHOW ME SIGN 0003
[LSA] Wait for Sign 0003,[LSA] WAIT FOR SIGN 0003
[LSA] See Sign 0003,[LSA] SEE SIGN 0003
[LSA] Can you sign Sign 0004?,[LSA] CAN YOU SIGN SIGN 0004?
[LSA] Learn Sign 0004,[LSA] LEARN SIGN 0004
[LSA] See Sign 0006,[LSA] SEE SIGN 0006
[LSA] Show me Sign 0006,[LSA] SHOW ME SIGN 0006
[LSA] Translate Sign 0006,[LSA] TRANSLATE SIGN 0006
[LSA] Can you sign Sign 0007?,[LSA] CAN YOU SIGN SIGN 0007?
[LSA] Show me Sign 0008,[LSA] SHOW ME SIGN 0008
[LSA] What is Sign 0008?,[LSA] WHAT SIGN 0008?
[LSA] Wait for Sign 0008,[LSA] WAIT FOR SIGN 0008
[LSA] Translate Sign 0009,[LSA] TRANSLATE SIGN 0009
[LSA] What is Sign 0009?,[LSA] WHAT SIGN 0009?
[LSA] Wait for Sign 0010,[LSA] WAIT FOR SIGN 0010
[LSA] Can you sign Sign 0010?,[LSA] CAN YOU SIGN SIGN 0010?
[LSA] What is Sign 0010?,[LSA] WHAT SIGN 0010?
[LSA] I like Sign 0011,[LSA] I LIKE SIGN 0011
[LSA] What is Sign 0012?,[LSA] WHAT SIGN 0012?
[LSA] See Sign 0013,[LSA] SEE SIGN 0013
[LSA] Translate Sign 0013,[LSA] TRANSLATE SIGN 0013
[LSA] See Sign 0014,[LSA] SEE SIGN 0014
[LSA] What is Sign 0015?,[LSA] WHAT SIGN 0015?
[LSA] I like Sign 0016,[LSA] I LIKE SIGN 0016
[LSA] See Sign 0016,[LSA] SEE SIGN 0016
[LSA] Wait for Sign 0017,[LSA] WAIT FOR SIGN 0017
[LSA] Can you sign Sign 0019?,[LSA] CAN YOU SIGN SIGN 0019?
[LSA] What is Sign 0020?,[LSA] WHAT SIGN 0020?
[LSA] What is Sign 0022?,[LSA] WHAT SIGN 0022?
[LSA] Show me Sign 0022,[LSA] SHOW ME SIGN 0022
[LSA] Translate Sign 0023,[LSA] TRANSLATE SIGN 0023
[LSA] What is Sign 0024?,[LSA] WHAT SIGN 0024?
[LSA] See Sign 0024,[LSA] SEE SIGN 0024
[LSA] What is Sign 0025?,[LSA] WHAT SIGN 0025?
[LSA] Repeat Sign 0026,[LSA] REPEAT SIGN 0026
[LSA] Show me Sign 0026,[LSA] SHOW ME SIGN 0026
[LSA] This is Sign 0027,[LSA] THIS SIGN 0027
[LSA] I like Sign 0027,[LSA] I LIKE SIGN 0027
[LSA] Translate Sign 0029,[LSA] TRANSLATE SIGN 0029
[LSA] Learn Sign 0030,[LSA] LEARN SIGN 0030
[LSA] Wait for Sign 0030,[LSA] WAIT FOR SIGN 0030
[LSA] I like Sign 0033,[LSA] I LIKE SIGN 0033
[LSA] Show me Sign 0034,[LSA] SHOW ME SIGN 0034
[LSA] What is Sign 0034?,[LSA] WHAT SIGN 0034?
[LSA] Show me Sign 0035,[LSA] SHOW ME SIGN 0035
[LSA] Repeat Sign 0036,[LSA] REPEAT SIGN 0036
[LSA] I like Sign 0037,[LSA] I LIKE SIGN 0037
[LSA] Can you sign Sign 0038?,[LSA] CAN YOU SIGN SIGN 0038?
[LSA] I like Sign 0039,[LSA] I LIKE SIGN 0039
[LSA] Translate Sign 0039,[LSA] TRANSLATE SIGN 0039
[LSA] Repeat Sign 0040,[LSA] REPEAT SIGN 0040
[LSA] See Sign 0041,[LSA] SEE SIGN 0041
[LSA] Wait for Sign 0041,[LSA] WAIT FOR SIGN 0041
[LSA] Learn Sign 0042,[LSA] LEARN SIGN 0042
[LSA] I like Sign 0042,[LSA] I LIKE SIGN 0042
[LSA] I like Sign 0043,[LSA] I LIKE SIGN 0043
[LSA] Learn Sign 0043,[LSA] LEARN SIGN 0043
[LSA] Learn Sign 0044,[LSA] LEARN SIGN 0044
[LSA] See Sign 0044,[LSA] SEE SIGN 0044
[LSA] See Sign 0045,[LSA] SEE SIGN 0045
[LSA] Learn Sign 0045,[LSA] LEARN SIGN 0045
[LSA] Show me Sign 0046,[LSA] SHOW ME SIGN 0046
[LSA] Translate Sign 0047,[LSA] TRANSLATE SIGN 0047
[LSA] See Sign 0048,[LSA] SEE SIGN 0048
[LSA] This is Sign 0049,[LSA] THIS SIGN 0049
[LSA] Repeat Sign 0050,[LSA] REPEAT SIGN 0050
[LSA] Repeat Sign 0051,[LSA] REPEAT SIGN 0051
[LSA] Wait for Sign 0052,[LSA] WAIT FOR SIGN 0052
[LSA] I like Sign 0053,[LSA] I LIKE SIGN 0053
[LSA] Wait for Sign 0053,[LSA] WAIT FOR SIGN 0053
[LSA] Learn Sign 0053,[LSA] LEARN SIGN 0053
[LSA] Show me Sign 0054,[LSA] SHOW ME SIGN 0054
[LSA] Show me Sign 0055,[LSA] SHOW ME SIGN 0055
[LSA] Wait for Sign 0057,[LSA] WAIT FOR SIGN 0057
[LSA] Show me Sign 0057,[LSA] SHOW ME SIGN 0057
[LSA] Learn Sign 0058,[LSA] LEARN SIGN 0058
[LSA] I like Sign 0058,[LSA] I LIKE SIGN 0058
[LSA] Show me Sign 0059,[LSA] SHOW ME SIGN 0059
[LSA] Can you sign Sign 0059?,[LSA] CAN YOU SIGN SIGN 0059?
[LSA] I like Sign 0060,[LSA] I LIKE SIGN 0060
[LSA] Can you sign Sign 0060?,[LSA] CAN YOU SIGN SIGN 0060?
[LSA] Translate Sign 0061,[LSA] TRANSLATE SIGN 0061
[LSA] Learn Sign 0062,[LSA] LEARN SIGN 0062
[LSA] See Sign 0063,[LSA] SEE SIGN 0063
[LSA] This is Sign 0064,[LSA] THIS SIGN 0064
[LSA] Wait for Sign 0065,[LSA] WAIT FOR SIGN 0065
[LSA] What is Sign 0065?,[LSA] WHAT SIGN 0065?
[LSA] Learn Sign 0066,[LSA] LEARN SIGN 0066
[LSA] Wait for Sign 0066,[LSA] WAIT FOR SIGN 0066
[LSA] This is Sign 0067,[LSA] THIS SIGN 0067
[LSA] I like Sign 0067,[LSA] I LIKE SIGN 0067
[LSA] Can you sign Sign 0068?,[LSA] CAN YOU SIGN SIGN 0068?
[LSA] Repeat Sign 0068,[LSA] REPEAT SIGN 0068
[LSA] Translate Sign 0069,[LSA] TRANSLATE SIGN 0069
[LSA] Wait for Sign 0069,[LSA] WAIT FOR SIGN 0069
[LSA] Translate Sign 0070,[LSA] TRANSLATE SIGN 0070
[LSA] Show me Sign 0071,[LSA] SHOW ME SIGN 0071
[LSA] Show me Sign 0072,[LSA] SHOW ME SIGN 0072
[LSA] Learn Sign 0072,[LSA] LEARN SIGN 0072
[LSA] This is Sign 0073,[LSA] THIS SIGN 0073
[LSA] See Sign 0073,[LSA] SEE SIGN 0073
[LSA] Wait for Sign 0073,[LSA] WAIT FOR SIGN 0073
[LSA] Learn Sign 0075,[LSA] LEARN SIGN 0075
[LSA] Repeat Sign 0075,[LSA] REPEAT SIGN 0075
[LSA] Translate Sign 0076,[LSA] TRANSLATE SIGN 0076
[LSA] Learn Sign 0076,[LSA] LEARN SIGN 0076
[LSA] Can you sign Sign 0077?,[LSA] CAN YOU SIGN SIGN 0077?
[LSA] This is Sign 0077,[LSA] THIS SIGN 0077
[LSA] Repeat Sign 0078,[LSA] REPEAT SIGN 0078
[LSA] See Sign 0079,[LSA] SEE SIGN 0079
[LSA] See Sign 0080,[LSA] SEE SIGN 0080
[LSA] Wait for Sign 0080,[LSA] WAIT FOR SIGN 0080
[LSA] Translate Sign 0081,[LSA] TRANSLATE SIGN 0081
[LSA] Translate Sign 0082,[LSA] TRANSLATE SIGN 0082
[LSA] Repeat Sign 0082,[LSA] REPEAT SIGN 0082
[LSA] Wait for Sign 0083,[LSA] WAIT FOR SIGN 0083
[LSA] This is Sign 0084,[LSA] THIS SIGN 0084
[LSA] Show me Sign 0085,[LSA] SHOW ME SIGN 0085
[LSA] Learn Sign 0086,[LSA] LEARN SIGN 0086
[LSA] See Sign 0087,[LSA] SEE SIGN 0087
[LSA] What is Sign 0087?,[LSA] WHAT SIGN 0087?
[LSA] Show me Sign 0088,[LSA] SHOW ME SIGN 0088
[LSA] Show me Sign 0089,[LSA] SHOW ME SIGN 0089
[LSA] Wait for Sign 0089,[LSA] WAIT FOR SIGN 0089
[LSA] I like Sign 0091,[LSA] I LIKE SIGN 0091
[LSA] What is Sign 0092?,[LSA] WHAT SIGN 0092?
[LSA] Learn Sign 0093,[LSA] LEARN SIGN 0093
[LSA] Repeat Sign 0094,[LSA] REPEAT SIGN 0094
[LSA] Wait for Sign 0095,[LSA] WAIT FOR SIGN 0095
[LSA] See Sign 0095,[LSA] SEE SIGN 0095
[LSA] Repeat Sign 0096,[LSA] REPEAT SIGN 0096
[LSA] Learn Sign 0096,[LSA] LEARN SIGN 0096
[LSA] Show me Sign 0096,[LSA] SHOW ME SIGN 0096
[LSA] See Sign 0097,[LSA] SEE SIGN 0097
[LSA] This is Sign 0099,[LSA] THIS SIGN 0099
[LSA] Translate Sign 0099,[LSA] TRANSLATE SIGN 0099
[LSA] This is Sign 0000,[LSA] THIS SIGN 0000
[LSA] Show me Sign 0001,[LSA] SHOW ME SIGN 0001
[LSA] Show me Sign 0002,[LSA] SHOW ME SIGN 0002
[LSA] I like Sign 0004,[LSA] I LIKE SIGN 0004
[LSA] Can you sign Sign 0006?,[LSA] CAN YOU SIGN SIGN 0006?
[LSA] Show me Sign 0007,[LSA] SHOW ME SIGN 0007
[LSA] Wait for Sign 0007,[LSA] WAIT FOR SIGN 0007
[LSA] Can you sign Sign 0008?,[LSA] CAN YOU SIGN SIGN 0008?
[LSA] Repeat Sign 0009,[LSA] REPEAT SIGN 0009
[LSA] See Sign 0009,[LSA] SEE SIGN 0009
[LSA] I like Sign 0012,[LSA] I LIKE SIGN 0012
[LSA] Wait for Sign 0012,[LSA] WAIT FOR SIGN 0012
[LSA] Repeat Sign 0013,[LSA] REPEAT SIGN 0013
[LSA] What is Sign 0014?,[LSA] WHAT SIGN 0014?
[LSA] See Sign 0015,[LSA] SEE SIGN 0015
